,Longitud,Latitud,slope,PP,valor_humedad_suelo1,n.100-200cm,theta_s.100-200cm,theta_r.100-200cm,ksat.100-200cm,alpha.100-200cm,SUBTIPO,SUBTIPO_DESC
27,-72.379521594,-39.846331484,44.98746753619503,3.072400128468871,0.42864990234375,0.0219999998807907,0.0189999993890523,0.0199999995529651,0.238999992609024,0.2000000029802322,3.0,Deslizamiento
28,-72.387893999,-39.848673426999895,44.98746753619503,3.072400128468871,0.42864990234375,0.0230000000447034,0.0219999998807907,0.0230000000447034,0.2619999945163727,0.221000000834465,5.0,Flujo
29,-72.420948994,-39.8729163589999,40.86114677017533,3.045281502742791,0.42864990234375,0.0289999991655349,0.0370000004768371,0.0340000018477439,0.3429999947547913,0.3190000057220459,5.0,Flujo
30,-72.38768529800001,-39.8661899379999,47.16816841816561,3.072400128468871,0.42864990234375,0.0230000000447034,0.0219999998807907,0.0230000000447034,0.2590000033378601,0.2189999967813491,5.0,Flujo
31,-72.53021050099991,-39.9583807189999,43.52714844398108,1.957927250961977,0.4261627197265625,0.0280000008642673,0.0350000001490116,0.0320000015199184,0.3289999961853027,0.3059999942779541,5.0,Flujo
32,-72.53135030199999,-39.952729725,43.52714844398108,1.957927250961977,0.4261627197265625,0.0230000000447034,0.0230000000447034,0.0240000002086162,0.2700000107288361,0.2269999980926513,3.0,Deslizamiento
33,-72.523256589,-39.954827103,43.52714844398108,1.957927250961977,0.4261627197265625,0.0199999995529651,0.0170000009238719,0.0179999992251396,0.2150000035762787,0.181999996304512,5.0,Flujo
34,-72.51484927,-39.966538117,40.34766100622425,1.957927250961977,0.4261627197265625,0.025000000372529,0.0280000008642673,0.0270000007003545,0.2960000038146973,0.2569999992847442,3.0,Deslizamiento
35,-72.47319813899999,-39.967384766,45.79360374223532,2.094414230350989,0.4291534423828125,0.0219999998807907,0.0209999997168779,0.0219999998807907,0.2509999871253967,0.210999995470047,3.0,Deslizamiento
36,-72.47698324399991,-39.95391875,44.506396468687925,2.094414230350989,0.4291534423828125,0.0199999995529651,0.0160000007599592,0.0170000009238719,0.2060000002384185,0.1749999970197677,3.0,Deslizamiento
